x,y
0.5,1.0
0.9875,1.950475
1.4628125,2.852663125
1.9262421875,3.7077715468749997
2.3780861328125,4.5169772582031245
2.818633979492187,5.281427826748047
3.248168130004882,6.0022421310793455
3.66696392675476,6.680511077802362
4.075289828585891,7.317298300857303
4.473407582871244,7.9136408433358705
4.861572393299463,8.470549822252474
5.240033083466977,8.989011076696162
5.609032256380303,9.469985799778758
5.968806449970796,9.91441115478429
6.319586288721526,10.323200875914683
6.661596631503488,10.697245854016815
6.995056715715901,11.037414707666395
7.320180297823003,11.344554339974735
7.637175790377428,11.619490481475367
7.946246395617993,11.863028219438483
8.247590235727543,12.07595251395252
8.541400479834355,12.259028701103707
8.827865467838496,12.413002983576115
9.107168831142534,12.538602908986713
9.37948961036397,12.636537836262045
9.645002370104871,12.707499390355494
9.90387731085225,12.752161905596607
10.156280378080943,12.771182857956692
10.40237336862892,12.765203286507775
10.642314034413197,12.73484820434508
10.876256183552867,12.680726999236454
11.104349778964044,12.603433824255543
11.326741034489944,12.503547978649154
11.543572508627696,12.381634279182926
11.754983195912004,12.238243422203352
11.961108616014204,12.073912336648268
12.16208090061385,11.889164528232062
12.358028878098503,11.68451041502626
12.549078156146042,11.460447654650604
12.735351202242391,11.217461463284339
12.916967422186332,10.95602492670223
13.094043236631673,10.676599303534674
13.266692155715882,10.379634320946307
13.435024851822986,10.065568462922649
13.599149230527411,9.734829251349582
13.759170499764226,9.387833520065843
13.91519123727012,9.024987682064197
14.067311456338368,8.646687990012591
14.21562866992991,8.253320790262276
14.360237953181661,7.845262770505719
14.50123200435212,7.422881201243076
14.638701204243317,6.986534171211999
14.772733674137234,6.5365708169316985
14.903415332283803,6.073331546508406
15.030829948976708,5.597148257845696
15.15505920025229,5.108344551399553
15.276182720245984,4.607235937614565
15.394278152239835,4.094130039174201
15.50942119843384,3.5693267881948456
15.621685668472994,3.0331186184899743
15.73114352676117,2.485790653027725
15.83786493859214,1.9276208867020317
15.941918315127337,1.358880364534481
16.043370357249152,0.7798333554211188
16.142286098317925,0.19073752153559065
16.238728945859975,-0.40815591650279925
16.332760722213475,-1.0166020185902296
16.424441704158138,-1.6343619681254742
16.513830661554184,-2.2612029189223377
16.60098489501533,-2.8968978459492796
16.685960272639946,-3.541225399800548
16.76881126582395,-4.1939697648055345
16.84959098417835,-4.854920520685397
16.92835120957389,-5.523872507668262
17.005142429334544,-6.200625694976556
17.08001386860118,-6.8849850526021426
17.15301352188615,-7.576760426287089
17.224188183838997,-8.275766415629912
17.293583479243022,-8.981822255239164
17.361243892261946,-9.694751698858186
17.4272127949554,-10.41438290638673
17.491532475081513,-11.140548333727063
17.554244163204476,-11.873084625383886
17.615388059124363,-12.611832509749288
17.675003357646254,-13.356636697005555
17.7331282737051,-14.107345779580417
17.789800066862473,-14.863812135090907
17.845055065190913,-15.625891831713634
17.89892868856114,-16.393444535920793
17.95145547134711,-17.166333422522772
18.002669084563433,-17.944425086959704
18.05260235744935,-18.72758945978571
18.101287298513114,-19.515699723291068
18.148755116050285,-20.30863223020879
18.19503623814903,-21.10626642445357
18.240160332195305,-21.908484763842228
18.28415632389042,-22.715172644746172
18.327052415793162,-23.526218328627518
18.368876105398332,-24.34151287041183
18.409654202763374,-25.160950048651536
18.44941284769429,-25.98442629743525
18.488177526501932,-26.811840639999367
18.525973088339384,-27.643094623999385
18.5628237611309,-28.4780922583994
18.59875316710263,-29.316739951939415
18.633784337925064,-30.158946453140928
18.667939729476938,-31.004622791812405
18.701241236240016,-31.853682222017095
18.733710205334017,-32.70604016646667
18.765367450200667,-33.561614162305005
18.796233263945652,-34.42032380824738
18.82632743234701,-35.2820907130412
18.855669246538337,-36.14683844521517
18.88427751537488,-37.01449248408479
18.912170577490507,-37.88498017198267
18.939366313053245,-38.7582306676831
18.965882155226915,-39.63417490099103
18.991735101346244,-40.512745528466255
19.01694172381259,-41.393876890254596
19.041518180717276,-42.27750496799823
19.065480226199345,-43.16356734379828
19.088843220544362,-44.05200316020332
19.111622140030754,-44.94275308119824
19.133831586529986,-45.83575925416829
19.15548579686674,-46.73096527281408
19.17659865194507,-47.62831614099373
19.197183685646444,-48.52775823746889
19.217254093505282,-49.42923928153217
19.23682274116765,-50.332708299493866
19.25590217263846,-51.23811559200652
19.2745046183225,-52.14541270220636
19.292642002864437,-53.0545523846512
19.310325952792827,-53.965488575034925
19.327567803973007,-54.878176360659054
19.344378608873683,-55.79257195164258
19.36076914365184,-56.70863265285151
19.376749915060543,-57.62631683653023
19.39233116718403,-58.54558391561697
19.40752288800443,-59.46639431772655
19.42233481580432,-60.388709459783385
19.436776445409212,-61.3124917232888
19.450857034273984,-62.237704430206584
19.464585608417135,-63.16431181945142
19.47797096820671,-64.09227902396513
19.491021694001542,-65.02157204836601
19.503746151651505,-65.95215774715686
19.51615249786022,-66.88400380347794
19.528248685413715,-67.817078708391
19.540042468278372,-68.75135174068122
19.551541406571413,-69.6867929471642
19.562752871407127,-70.6233731234851
19.57368404962195,-71.56106379539797
19.5843419483814,-72.49983720051303
19.594733399671867,-73.4396662705002
19.60486506468007,-74.38052461373769
19.61474343806307,-75.32238649839425
19.624374852111494,-76.2652268359344
19.63376548080871,-77.20902116503603
19.64292134378849,-78.15374563591014
